place_id,nama_wisata,deskripsi,kategori,kota,harga,rating,lat,long,gambar,fitur_gabungan
387,Lawang Sewu,"Lawang Sewu (""Seribu Pintu"") (bahasa Jawa: ꦭꦮꦁ​ꦱꦺꦮꦸ, translit. Lawang Sèwu) adalah landmark di Semarang, Jawa Tengah, Indonesia, yang dibangun sebagai kantor pusat Perusahaan Kereta Api Hindia Belanda. Bangunan era kolonial terkenal sebagai rumah berhantu dan lokasi syuting, meskipun pemerintah kota Semarang telah berusaha mengubah citra itu.",Budaya,Semarang,10000,3.1,-6.9839099,110.4104342,koleksi_gambar/Lawang Sewu/Image_1.jpg,lawang sewu budaya semarang lawang sewu seribu pintu bahasa jawa translit lawang s wu adalah landmark di semarang jawa tengah indonesia yang dibangun sebagai kantor pusat perusahaan kereta api hindia belanda bangunan era kolonial terkenal sebagai rumah berhantu dan lokasi syuting meskipun pemerintah kota semarang telah berusaha mengubah citra itu
388,Sam Poo Kong Temple,"Sam Poo Kong (Hanzi: ; Pinyin: Sānbǎo Dòng), juga dikenal sebagai Kuil Gedung Batu, adalah kuil Tionghoa tertua di Semarang, Jawa Tengah, Indonesia. Awalnya didirikan oleh penjelajah Muslim Tionghoa Zheng He (juga dikenal sebagai Sanbao), sekarang dibagi oleh orang Indonesia dari berbagai denominasi agama, termasuk Muslim dan Budha, dan etnis, termasuk Tionghoa dan Jawa.",Budaya,Semarang,35000,4.7,-6.9962366,110.398122,koleksi_gambar/Sam Poo Kong Temple/Image_1.jpg,sam poo kong temple budaya semarang sam poo kong hanzi pinyin s nb o d ng juga dikenal sebagai kuil gedung batu adalah kuil tionghoa tertua di semarang jawa tengah indonesia awalnya didirikan oleh penjelajah muslim tionghoa zheng he juga dikenal sebagai sanbao sekarang dibagi oleh orang indonesia dari berbagai denominasi agama termasuk muslim dan budha dan etnis termasuk tionghoa dan jawa
389,Desa Wisata Lembah Kalipancur,"Wisata alam tengah menjadi sorotan bagi dunia pariwisata. Wisata alam tidak hanya pegunungan, danau, hutan, air terjun, atau pantai. Tapi juga merambah ke konsep pedesaan, seperti Desa Wisata Lembah Kalipancur. Tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di Kota Semarang. Meskipun berkonsep pedesaan, lokasinya tidak jauh dari pusat kota. Dan objek wisata yang sudah lama berdiri ini, masih tetap diminati oleh wisatawan.",Taman Hiburan,Semarang,0,3.9,-7.0205245,110.3754605,koleksi_gambar/Desa Wisata Lembah Kalipancur/Image_1.jpg,desa wisata lembah kalipancur taman hiburan semarang wisata alam tengah menjadi sorotan bagi dunia pariwisata wisata alam tidak hanya pegunungan danau hutan air terjun atau pantai tapi juga merambah ke konsep pedesaan seperti desa wisata lembah kalipancur tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di kota semarang meskipun berkonsep pedesaan lokasinya tidak jauh dari pusat kota dan objek wisata yang sudah lama berdiri ini masih tetap diminati oleh wisatawan
390,Hutan Wisata Tinjomoyo Semarang,"Awalnya taman wisata hutan Tinjomoyo Semarang (smg) ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya. Namun terjadi banjir besar, hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata. Hutan Tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit, sungai dan hutan. Tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus. Oleh karena itu, tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami.Dengan luas lahan 57,5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah",Cagar Alam,Semarang,3000,4.2,-7.0296837,110.3999611,koleksi_gambar/Hutan Wisata Tinjomoyo Semarang Semarang wisata/Image_1.jpg,hutan wisata tinjomoyo semarang cagar alam semarang awalnya taman wisata hutan tinjomoyo semarang smg ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya namun terjadi banjir besar hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata hutan tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit sungai dan hutan tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus oleh karena itu tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami dengan luas lahan 57 5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah
391,Taman Kasmaran,"Taman Kasmaran terletak di sebelah kiri Pasar Bunga. Gedung food court dan Taman Kasmaran dibangun dua lantai. Lantai bawah utuk spot dijadikan wisata kuliner, sementara lantai atas menjadi taman. Tidak sekadar taman biasa, Taman Kasmaran itu dilengkapi dengan pemandangan yang amat menarik dengan background Kampung Pelangi. Taman Kasmaran cukup luas, dilengkapi perabotan kursi dan meja ala kafe. Lokasi baru ini diyakini akan menjadi spot alternatif selfie terbaru di Kota Semarang.",Taman Hiburan,Semarang,3000,3.4,-6.9909404,110.4065932,koleksi_gambar/Taman Kasmaran/Image_1.jpg,taman kasmaran taman hiburan semarang taman kasmaran terletak di sebelah kiri pasar bunga gedung food court dan taman kasmaran dibangun dua lantai lantai bawah utuk spot dijadikan wisata kuliner sementara lantai atas menjadi taman tidak sekadar taman biasa taman kasmaran itu dilengkapi dengan pemandangan yang amat menarik dengan background kampung pelangi taman kasmaran cukup luas dilengkapi perabotan kursi dan meja ala kafe lokasi baru ini diyakini akan menjadi spot alternatif selfie terbaru di kota semarang
392,Pantai Baruna,"kunjungi Pantai Baruna yang berada di Kota Semarang, Jawa Tengah! Pantai yang satu ini akan memberikan pengalaman wisata yang berbeda. Pasalnya, di sini tidak ada hamparan pasir. Memang Pantai Baruna merupakan objek wisata ‘tidak resmi’ milik Kota Semarang. Pantai ini berada di belakang kawasan pabrik semen. Sehingga tidak ada kepadatan wisatawan atau tempat berselancar di sini. Yang ada hanyalah hamparan padang rumput dan ilalang di hadapan Laut Jawa yang tenang.",Bahari,Semarang,3000,4.0,-6.9451052,110.3982398,koleksi_gambar/Pantai Baruna Semarang wisata/Image_1.gif,pantai baruna bahari semarang kunjungi pantai baruna yang berada di kota semarang jawa tengah pantai yang satu ini akan memberikan pengalaman wisata yang berbeda pasalnya di sini tidak ada hamparan pasir memang pantai baruna merupakan objek wisata tidak resmi milik kota semarang pantai ini berada di belakang kawasan pabrik semen sehingga tidak ada kepadatan wisatawan atau tempat berselancar di sini yang ada hanyalah hamparan padang rumput dan ilalang di hadapan laut jawa yang tenang
393,Pantai Marina,"Pantai Marina (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ꦩꦫꦶꦤ, translit. Pasisir Marina) adalah salah satu objek wisata pantai yang berada di kota Semarang, Jawa Tengah. Pantai ini menyimpan pemandangan eksotis khas kota Semarang. Dahulu, tempat ini merupakan hutan bakau dan tambak, tapi pemerintah setempat mengubahnya menjadi tempat rekreasi dengan cara reklamasi daratan. Hasil reklamasi dari hutan bakau ini, sekarang berupa perumahan, pertokoan, dan perkantoran, di sebelah selatan pantai.",Bahari,Semarang,3000,4.8,-6.948877,110.3893285,koleksi_gambar/Pantai Marina/Image_1.jpg,pantai marina bahari semarang pantai marina bahasa jawa translit pasisir marina adalah salah satu objek wisata pantai yang berada di kota semarang jawa tengah pantai ini menyimpan pemandangan eksotis khas kota semarang dahulu tempat ini merupakan hutan bakau dan tambak tapi pemerintah setempat mengubahnya menjadi tempat rekreasi dengan cara reklamasi daratan hasil reklamasi dari hutan bakau ini sekarang berupa perumahan pertokoan dan perkantoran di sebelah selatan pantai
394,Kampoeng Djadhoel Semarang,"Kampoeng Djadhoel terletak di Kampung Batik Semarang tepatnya di Kampung Batik Tengah RT 04/ RW 02 Kelurahan Rejomulyo, Kecamatan Semarang Timur. Penamaan Kampoeng Djadhoel ini tercetus sejak 18 Desember 2016 oleh Ignatius Luwiyanto (50) warga Kampung Batik Tengah. Sejarah Indonesia menjadi latar belakang penamaan KampoengDjadhoel.",Budaya,Semarang,10000,5.0,-6.9687731,110.4319505,koleksi_gambar/Kampoeng Djadhoel Semarang/Image_1.jpg,kampoeng djadhoel semarang budaya semarang kampoeng djadhoel terletak di kampung batik semarang tepatnya di kampung batik tengah rt 04 rw 02 kelurahan rejomulyo kecamatan semarang timur penamaan kampoeng djadhoel ini tercetus sejak 18 desember 2016 oleh ignatius luwiyanto 50 warga kampung batik tengah sejarah indonesia menjadi latar belakang penamaan kampoengdjadhoel
395,Indonesia Kaya Park,"Lokasi Taman Indonesia Kaya yang berada di pusat kota Semarang, membuat taman seluas 5.000 meter persegi ini bisa difungsikan sebagai wadah berkesenian komunitas seniman Jawa Tengah. Di sini ada Panggung Budaya yang dibangun dengan dua sisi yang semuanya bisa digunakan. Lalu ada Taman Pandawa Lima yang dibuat oleh Komroden Haro, Pelataran Penikmat Seni, Amphitheater, Area Hijau, Gerbang Mural karya lima seniman muda Semarang, dan tak ketinggalan ada Air Mancur Menari. Air Mancur Menari ini dibangun oleh Pemerintah Kota Semarang yang dapat bergerak mengikuti alunan musik klasik dan lagu-lagu perjuangan Indonesia. Air Mancur Menari tersebut dijadwalkan akan menyala setiap hari pada pukul 19.00 - 20.00 dan sampai pukul 21.00 di akhir pekan.",Taman Hiburan,Semarang,0,4.4,-6.9923507,110.4201162,koleksi_gambar/Indonesia Kaya Park Semarang wisata/Image_1.jpg,indonesia kaya park taman hiburan semarang lokasi taman indonesia kaya yang berada di pusat kota semarang membuat taman seluas 5 000 meter persegi ini bisa difungsikan sebagai wadah berkesenian komunitas seniman jawa tengah di sini ada panggung budaya yang dibangun dengan dua sisi yang semuanya bisa digunakan lalu ada taman pandawa lima yang dibuat oleh komroden haro pelataran penikmat seni amphitheater area hijau gerbang mural karya lima seniman muda semarang dan tak ketinggalan ada air mancur menari air mancur menari ini dibangun oleh pemerintah kota semarang yang dapat bergerak mengikuti alunan musik klasik dan lagu lagu perjuangan indonesia air mancur menari tersebut dijadwalkan akan menyala setiap hari pada pukul 19 00 20 00 dan sampai pukul 21 00 di akhir pekan
396,Taman Pandanaran,"Dalam sejarah yang tercatat, dulunya tempat ini merupakan kawasan SPBU yang tak begitu laku. Bekas SPBU tersebut dirombak total menjadi sebuah taman. Konon, luas tanah 600 meter persegi tersebut direnovasi menjadi taman dengan dana sekitar Rp1,8 M. Taman Pandanaran ini beralamatkan di Jalan Pandanaran, Mugassari, Semarang Selatan. Tepatnya, berada di pertigaan antara Jalan Pandanaran dan Jalan MH.Thamrin. Sayangnya, untuk mendapatkan parkir di sini cukup susah. Beberapa pengunjung bahkan harus memarkirkan kendaraannya di depan warung makan di sekitaran taman.",Taman Hiburan,Semarang,0,4.9,-6.9877936,110.4172262,koleksi_gambar/Taman Pandanaran Semarang wisata/Image_1.jpg,taman pandanaran taman hiburan semarang dalam sejarah yang tercatat dulunya tempat ini merupakan kawasan spbu yang tak begitu laku bekas spbu tersebut dirombak total menjadi sebuah taman konon luas tanah 600 meter persegi tersebut direnovasi menjadi taman dengan dana sekitar rp1 8 m taman pandanaran ini beralamatkan di jalan pandanaran mugassari semarang selatan tepatnya berada di pertigaan antara jalan pandanaran dan jalan mh thamrin sayangnya untuk mendapatkan parkir di sini cukup susah beberapa pengunjung bahkan harus memarkirkan kendaraannya di depan warung makan di sekitaran taman
397,Pura Giri Natha,"Awal berdirinya Pura Agung Giri Natha tidak terlepas dari hadirnya pemeluk umat Hindu dari berbagai daerah yang mulai berdatangan dan menetap di Semarang. Sebelum menetap, umat Hindu yang ada di Semarang awalnya datang untuk bekerja dan mencari ilmu. Sekitar tahun 1967/1968 para pemeluk agama Hindu yang ada di Semarang mengusulkan kepada pemerintah Semarang, untuk dibangunnya tempat peribadatan. Karena sebelumnya umat Hindu ketika melaksanakan sembahyang lokasinya dari rumah ke rumah. Setuju dengan usulan tersebut, akhirnya pemerintah Semarang memberikan pilihan beragam lokasi yang sekira tepat dan pas untuk dibangun sebuah tempat suci yakni pura.",Budaya,Semarang,20000,4.8,-6.9984759,110.4106468,koleksi_gambar/Pura Giri Natha/Image_1.jpg,pura giri natha budaya semarang awal berdirinya pura agung giri natha tidak terlepas dari hadirnya pemeluk umat hindu dari berbagai daerah yang mulai berdatangan dan menetap di semarang sebelum menetap umat hindu yang ada di semarang awalnya datang untuk bekerja dan mencari ilmu sekitar tahun 1967 1968 para pemeluk agama hindu yang ada di semarang mengusulkan kepada pemerintah semarang untuk dibangunnya tempat peribadatan karena sebelumnya umat hindu ketika melaksanakan sembahyang lokasinya dari rumah ke rumah setuju dengan usulan tersebut akhirnya pemerintah semarang memberikan pilihan beragam lokasi yang sekira tepat dan pas untuk dibangun sebuah tempat suci yakni pura
398,Wisata Mangrove Tapak,"Wisata hutan mangrove Semarang hampir tak pernah sepi dikunjungi wisatawan. Tak jarang pengunjung yang datang ke wisata cantik ini baik berswafoto maupun sekedar jalan-jalan menapaik selasar kayu. Obyek ini pun juga instagramable dan pas dibagikan di sosmed, bahkan banyak diburu oleh mereka yang berkecimpung di bidang fotografi.",Cagar Alam,Semarang,5000,4.3,-6.9685618,110.3459696,koleksi_gambar/Wisata Mangrove Tapak/Image_1.jpg,wisata mangrove tapak cagar alam semarang wisata hutan mangrove semarang hampir tak pernah sepi dikunjungi wisatawan tak jarang pengunjung yang datang ke wisata cantik ini baik berswafoto maupun sekedar jalan jalan menapaik selasar kayu obyek ini pun juga instagramable dan pas dibagikan di sosmed bahkan banyak diburu oleh mereka yang berkecimpung di bidang fotografi
399,Pantai Cipta,"Pantai Cipta juga dikenal sebagai Pantai Petikemas, karena jarak dan letaknya dekat dengan Pantai Petikemas. Tempat wisata di semarang Pantai Cipta hanya memiliki sedikit hamparan pasir dan didominasi bebatuan. Pantai Cipta menjadi satu destinasi wisata favorit bagi warga Semarang karena mempunyai keunikan dari pemandangan hingga lingkungan sekitarnya. Berfoto selfie menjadi kegiatan utama di pantai tersebut karena banyak spot menarik yang bisa diabadikan. Pada akhir pekan atau hari libur panjang, para wisatawan sering memenuhi Pantai Cipta untuk sekedar melihat pemandangan pantai. Namun pantai Cipta ini memiliki ombak yang tenang, sehingga aman digunakan untuk berenang. Dipantai Cipta sendiri terdapat banyak ilalang yang menambah indah pemandangan dan menjadi surga para pemburu selfie. Keberadaan ilalang inilah yang menjadi daya tarik para pengunjung untuk datang ke pantai Cipta hanya sekedar untuk berselfie.",Bahari,Semarang,5000,4.1,-6.9486402,110.4102923,koleksi_gambar/Pantai Cipta Semarang wisata/Image_1.png,pantai cipta bahari semarang pantai cipta juga dikenal sebagai pantai petikemas karena jarak dan letaknya dekat dengan pantai petikemas tempat wisata di semarang pantai cipta hanya memiliki sedikit hamparan pasir dan didominasi bebatuan pantai cipta menjadi satu destinasi wisata favorit bagi warga semarang karena mempunyai keunikan dari pemandangan hingga lingkungan sekitarnya berfoto selfie menjadi kegiatan utama di pantai tersebut karena banyak spot menarik yang bisa diabadikan pada akhir pekan atau hari libur panjang para wisatawan sering memenuhi pantai cipta untuk sekedar melihat pemandangan pantai namun pantai cipta ini memiliki ombak yang tenang sehingga aman digunakan untuk berenang dipantai cipta sendiri terdapat banyak ilalang yang menambah indah pemandangan dan menjadi surga para pemburu selfie keberadaan ilalang inilah yang menjadi daya tarik para pengunjung untuk datang ke pantai cipta hanya sekedar untuk berselfie
400,Old City 3D Trick Art Museum,"Destinasi wisata kekinian satu ini memang tengah naik daun di banyak kota termasuk Semarang. Salah satunya Old City 3D Trick Art Museum, museum dengan tema Seni 3 Dimensi yang menyuguhkan sensasi berbeda dari museum biasa. Karena di dalamnya dipamerkan aneka karya seni 3 dimensi yang atraktif untuk berfoto. Destinasi wisata ini masih terus ramai kunjungan lantaran terus berinovasi. Setiap 3 bulan sekali, pihak pengelola akan mengganti tema atau instalasi karya seninya sehingga pengunjung bisa datang berkali-kali tanpa bosan.",Budaya,Semarang,50000,4.6,-6.9684064,110.4261995,koleksi_gambar/Old City 3D Trick Art Museum/Image_1.jpg,old city 3d trick art museum budaya semarang destinasi wisata kekinian satu ini memang tengah naik daun di banyak kota termasuk semarang salah satunya old city 3d trick art museum museum dengan tema seni 3 dimensi yang menyuguhkan sensasi berbeda dari museum biasa karena di dalamnya dipamerkan aneka karya seni 3 dimensi yang atraktif untuk berfoto destinasi wisata ini masih terus ramai kunjungan lantaran terus berinovasi setiap 3 bulan sekali pihak pengelola akan mengganti tema atau instalasi karya seninya sehingga pengunjung bisa datang berkali kali tanpa bosan
401,GPIB Immanuel Semarang (Gereja Blenduk),"GPIB Immanuel Semarang (populer dengan nama Gereja Blenduk, kadang-kadang dieja Gereja Blendug, dan sering kali dilafazkan sebagai mBlendhug) (bahasa Jawa: ꦒꦿꦺꦗ​ꦧ꧀ꦭꦼꦤ꧀ꦝꦸꦏ꧀, translit. Gréja Blendhuk) adalah Gereja Kristen tertua di Jawa Tengah yang dibangun oleh masyarakat Belanda yang tinggal di kota itu pada 1753, dengan bentuk oktagonal (persegi delapan). Gereja ini sesungguhnya bernama Gereja GPIB Immanuel, di Jl. Letjend. Suprapto 32. Kubahnya besar, dilapisi perunggu, dan di dalamnya terdapat sebuah orgel Barok. Arsitektur di dalamnya dibuat berdasarkan salib Yunani. Gereja ini direnovasi pada 1894 oleh W. Westmaas dan H.P.A. de Wilde, yang menambahkan kedua menara di depan gedung gereja ini. Nama Blenduk adalah julukan dari masyarakat setempat yang berarti kubah. Gereja ini hingga sekarang masih dipergunakan setiap hari Minggu. Di sekitar gereja ini juga terdapat sejumlah bangunan lain dari masa kolonial Belanda.",Tempat Ibadah,Semarang,0,4.6,-6.9683488,110.4274767,koleksi_gambar/GPIB Immanuel Semarang (Gereja Blenduk)/Image_1.jpg,gpib immanuel semarang gereja blenduk tempat ibadah semarang gpib immanuel semarang populer dengan nama gereja blenduk kadang kadang dieja gereja blendug dan sering kali dilafazkan sebagai mblendhug bahasa jawa translit gr ja blendhuk adalah gereja kristen tertua di jawa tengah yang dibangun oleh masyarakat belanda yang tinggal di kota itu pada 1753 dengan bentuk oktagonal persegi delapan gereja ini sesungguhnya bernama gereja gpib immanuel di jl letjend suprapto 32 kubahnya besar dilapisi perunggu dan di dalamnya terdapat sebuah orgel barok arsitektur di dalamnya dibuat berdasarkan salib yunani gereja ini direnovasi pada 1894 oleh w westmaas dan h p a de wilde yang menambahkan kedua menara di depan gedung gereja ini nama blenduk adalah julukan dari masyarakat setempat yang berarti kubah gereja ini hingga sekarang masih dipergunakan setiap hari minggu di sekitar gereja ini juga terdapat sejumlah bangunan lain dari masa kolonial belanda
402,Taman Srigunting,"Merupakan salah satu landmark di Kawasan Kota Lama Semarang, Taman Srigunting pada masa kolonial belanda berwujud parade plein untuk panggung parade, kini menjadi sebuah ruang terbuka berupa taman yang menjadi salah satu tempat untuk berkumpul atau berkegiatan komunitas. Taman Srigunting berada di Jalan Letjen Suprapto 32 Kawasan Kota Lama, di sisi selatan terdapat Gedung Marba, di barat daya terdapat Gedung Jiwasraya, di sisi barat terdapat Gereja Blenduk serta di sisi timur terdapat Gedung Kerta Niaga. Taman ini beberapa kali mengalami renovasi, seperti pada tahun 2001 dan tahun 2004. Pada tahun 2001, Taman Srigunting dikembalikan pada fungsi raung terbuka untuk rekreatif, setelah sebelumnya merupakan taman pasif. Pada tahun 2004 renovasi taman ini dengan membuat jalan masuk pada masing-masing sisi, hingga terdapat empat jalan masuk. Dan di tengah tengah dibuat tiang lampu penerangan yang bercabang empat untuk menerangi empat sisi jalan masuk tersebut.",Taman Hiburan,Semarang,0,4.7,-6.9681728,110.4278262,koleksi_gambar/Taman Srigunting Semarang wisata/Image_1.jpg,taman srigunting taman hiburan semarang merupakan salah satu landmark di kawasan kota lama semarang taman srigunting pada masa kolonial belanda berwujud parade plein untuk panggung parade kini menjadi sebuah ruang terbuka berupa taman yang menjadi salah satu tempat untuk berkumpul atau berkegiatan komunitas taman srigunting berada di jalan letjen suprapto 32 kawasan kota lama di sisi selatan terdapat gedung marba di barat daya terdapat gedung jiwasraya di sisi barat terdapat gereja blenduk serta di sisi timur terdapat gedung kerta niaga taman ini beberapa kali mengalami renovasi seperti pada tahun 2001 dan tahun 2004 pada tahun 2001 taman srigunting dikembalikan pada fungsi raung terbuka untuk rekreatif setelah sebelumnya merupakan taman pasif pada tahun 2004 renovasi taman ini dengan membuat jalan masuk pada masing masing sisi hingga terdapat empat jalan masuk dan di tengah tengah dibuat tiang lampu penerangan yang bercabang empat untuk menerangi empat sisi jalan masuk tersebut
403,Semarang Contemporary Art Gallery,Salah satu wisata yang berbau seni di Semarang bisa kamu temukan di kawasan Kota Lama yakni Semarang Contemporary Art Gallery atau lebih mudahnya disebut sebagai Galsem yang berarti Galeri Semarang. Semarang Gallery ini adalah salah satu museum seni yang cukup terkenal dan sampai saat ini masih sangat populer di kalangan wisatawan terutama para pecinta seni. Karya-karya seni yang dipamerkan disini merupakan hasil tangan dingin para seniman handal dari seluruh penjuru Nusantara.,Budaya,Semarang,10000,4.8,-6.9675,110.4282,koleksi_gambar/Semarang Contemporary Art Gallery Semarang wisata/Image_1.webp,semarang contemporary art gallery budaya semarang salah satu wisata yang berbau seni di semarang bisa kamu temukan di kawasan kota lama yakni semarang contemporary art gallery atau lebih mudahnya disebut sebagai galsem yang berarti galeri semarang semarang gallery ini adalah salah satu museum seni yang cukup terkenal dan sampai saat ini masih sangat populer di kalangan wisatawan terutama para pecinta seni karya karya seni yang dipamerkan disini merupakan hasil tangan dingin para seniman handal dari seluruh penjuru nusantara
404,Umbul Sidomukti,"Kawasan wisata umbul Sidomukti merupakan salah satu Wisata Alam Pegunungan di Semarang, berada di Desa Sidomukti Kecamatan Bandungan Kabupaten Semarang. Kawasan wisata ini dengan didukung fasiltas & Servis: Outbond Training, Adrenalin Games, Taman Renang Alam, Camping Ground, Pondok Wisata, Pondok Lesehan, serta Meeting Room.",Cagar Alam,Semarang,75000,4.6,-7.1945903,110.3733583,koleksi_gambar/Umbul Sidomukti Semarang wisata/Image_1.jpg,umbul sidomukti cagar alam semarang kawasan wisata umbul sidomukti merupakan salah satu wisata alam pegunungan di semarang berada di desa sidomukti kecamatan bandungan kabupaten semarang kawasan wisata ini dengan didukung fasiltas servis outbond training adrenalin games taman renang alam camping ground pondok wisata pondok lesehan serta meeting room
405,Saloka Theme Park,"SALOKA hadir sebagai taman rekreasi terbesar di Tengah Jawa yang masuk dalam daftar destinasi wisata Pesona Indonesia, serta mengusung konsep kearifan lokal berdasarkan legenda rakyat Baru Klinthing.",Taman Hiburan,Semarang,150000,4.8,-7.2807262,110.4595539,koleksi_gambar/Saloka Theme Park/Image_1.jpg,saloka theme park taman hiburan semarang saloka hadir sebagai taman rekreasi terbesar di tengah jawa yang masuk dalam daftar destinasi wisata pesona indonesia serta mengusung konsep kearifan lokal berdasarkan legenda rakyat baru klinthing
406,Wisata Alam Wana Wisata Penggaron,"Berada sekitar 2 KM dari Kota Ungaran atau sekitar 18 KM dari Kota Semarang, Kawasan Wana Wisata Penggaron secara administratif berada di Desa Susukan, Kecamatan Ungaran, Kabupaten semarang. Area ini merupakan salah satu hutan binaan Kesatuan Bisnis Mandiri Wisata, Benih dan Usaha Lain (KBM WBU I) Perum Perhutani Unit I Jateng. Wana Wisata Penggaron atau Wisata Alam Wana Wisata Penggaron merupakan sebuah tempat wisata hutan yang bisa anda gunakan untuk berlibur bersama keluarga anda, salah satunya untuk camping. Tempat ini banyak di jadikan sebagai tempat untuk camping atau berlibur oleh masyarakat Semarang. Wana Wisata Penggaron sebuah hutan yang eksotis, sayangnya surga di kota semarang ini jarang tersentuh mata. Bagi pengunjung yang bertanya kepada penjaga loket, dengan jawaban yang sederhana dan apa adanya “hutan biasa yang sering dipake kemah, tidak ada yang istimewa”, tentunya akan merasa kecewa.",Cagar Alam,Semarang,10000,4.1,-7.1157969,110.4217966,koleksi_gambar/Wisata Alam Wana Wisata Penggaron Semarang wisata/Image_1.jpg,wisata alam wana wisata penggaron cagar alam semarang berada sekitar 2 km dari kota ungaran atau sekitar 18 km dari kota semarang kawasan wana wisata penggaron secara administratif berada di desa susukan kecamatan ungaran kabupaten semarang area ini merupakan salah satu hutan binaan kesatuan bisnis mandiri wisata benih dan usaha lain kbm wbu i perum perhutani unit i jateng wana wisata penggaron atau wisata alam wana wisata penggaron merupakan sebuah tempat wisata hutan yang bisa anda gunakan untuk berlibur bersama keluarga anda salah satunya untuk camping tempat ini banyak di jadikan sebagai tempat untuk camping atau berlibur oleh masyarakat semarang wana wisata penggaron sebuah hutan yang eksotis sayangnya surga di kota semarang ini jarang tersentuh mata bagi pengunjung yang bertanya kepada penjaga loket dengan jawaban yang sederhana dan apa adanya hutan biasa yang sering dipake kemah tidak ada yang istimewa tentunya akan merasa kecewa
407,Masjid Kapal Semarang,"Masjid Safinatun Najah atau pengunjung biasa menyebutnya dengan Masjid Kapal Semarang kini menjadi wisata religi yang ramai dikunjungi saat bulan Ramadan. Masjid yang berlokasi di berlokasi di Jalan Kyai Padak, Podorejo, Kec. Ngaliyan, Kota Semarang mulai ramai didatangi pengunjung saat menjelang buka puasa. Umumnya tujuan utama mereka yang datang kesini untuk beribadah, selain itu juga ada yang berburu foto serta berkuliner di sekitar kawasan masjid.",Tempat Ibadah,Semarang,0,4.1,-7.0187782,110.2937134,koleksi_gambar/Masjid Kapal Semarang Semarang wisata/Image_1.png,masjid kapal semarang tempat ibadah semarang masjid safinatun najah atau pengunjung biasa menyebutnya dengan masjid kapal semarang kini menjadi wisata religi yang ramai dikunjungi saat bulan ramadan masjid yang berlokasi di berlokasi di jalan kyai padak podorejo kec ngaliyan kota semarang mulai ramai didatangi pengunjung saat menjelang buka puasa umumnya tujuan utama mereka yang datang kesini untuk beribadah selain itu juga ada yang berburu foto serta berkuliner di sekitar kawasan masjid
408,Taman Bunga Celosia,"Wisata Semarang menawarkan berbagai tempat wisata menarik. Salah satunya yaitu berkunjung ke Taman Bunga Celosia Bandungan. Lokasinya berada di kaki Gunung Ungaran, Semarang. Menawarkan pemandangan sekitar yang alami dengan panorama pegunungan Ungaran merupakan daya tarik utama taman rekreasi ini. Begitu sampai di sini area parkir yang luas langsung menyambut dan tak ketinggalan gapura selamat datang. Sepanjang perjalanan menuju ke loket tiket, terdapat pagar berbentuk pensil raksasa warna warni. Sebagai tambahan di sekitar pagar terdapat bunga warna-warni yang menghiasi perjalanan menuju loket masuk.",Cagar Alam,Semarang,25000,4.3,-7.2255041,110.3463166,koleksi_gambar/Taman Bunga Celosia Semarang wisata/Image_1.jpg,taman bunga celosia cagar alam semarang wisata semarang menawarkan berbagai tempat wisata menarik salah satunya yaitu berkunjung ke taman bunga celosia bandungan lokasinya berada di kaki gunung ungaran semarang menawarkan pemandangan sekitar yang alami dengan panorama pegunungan ungaran merupakan daya tarik utama taman rekreasi ini begitu sampai di sini area parkir yang luas langsung menyambut dan tak ketinggalan gapura selamat datang sepanjang perjalanan menuju ke loket tiket terdapat pagar berbentuk pensil raksasa warna warni sebagai tambahan di sekitar pagar terdapat bunga warna warni yang menghiasi perjalanan menuju loket masuk
409,Air Terjun Kali Pancur,"Kali Pancur Getasan merupakan kawasan wisata alam Air Terjun Kali Pancur ini berada di Desa Nogosaren, Kecamatan Getasan, Kabupaten Semarang, sekitar 14 km sebelah barat Kota Salatiga. Untuk menuju ke lokasi objek wisata ini tidak ada sarana transportasi umum, jadi harus membawa kendaraan sendiri.",Cagar Alam,Semarang,5000,4.8,-7.3580963,110.4210681,koleksi_gambar/Air Terjun Kali Pancur Semarang wisata/Image_1.jpg,air terjun kali pancur cagar alam semarang kali pancur getasan merupakan kawasan wisata alam air terjun kali pancur ini berada di desa nogosaren kecamatan getasan kabupaten semarang sekitar 14 km sebelah barat kota salatiga untuk menuju ke lokasi objek wisata ini tidak ada sarana transportasi umum jadi harus membawa kendaraan sendiri
